,status_id,std_sentiment,comment_count,replies,student,learn,year,school,father,daughter,husband,age,college,young,chance,lesson,skill,teacher,program,achieve,degree,education,educator,key,complete,graduate,teach,opportunity,need,world,help,change,fight,core,ability,grow,better,accomplish,succeed,travel,accept,seek,desire,forgiveness,fate,care,people,war,kill,bad,america,issue,blame,action,fact,government,hurt,fix,victim,murder,treat,negative,innocent,poverty,trouble,politician,tired,trauma,poor,pay,rich,price,kid,child,marriage,teacher.1,parent,dad,raise,wife,mom,father.1,mother,father.2,brother,sister,son,daughter.1,work,hard,employee,manager,god,church,bible,right,hope,amazing,soul,grace,union,bless,jesus,religion,doctor,health,mental,illness,tumor,nurse,surgery,cancer,medication,disease,median_sentiment
158,102099916530784_1225931090814322,0.311675107934,1961,729,7,12,24,5,13,3,19,7,9,8,9,1,0,2,6,0,0,3,0,2,1,0,1,2,28,24,13,4,1,0,0,0,11,1,0,10,0,0,0,0,3,6,70,1,0,3,9,1,0,3,3,1,0,0,0,0,0,2,0,1,1,0,1,0,2,2,2,1,2,9,3,2,0,19,3,8,21,13,12,13,6,4,7,3,19,7,0,0,9,1,1,20,35,19,3,4,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0.05
159,102099916530784_1226587230748708,0.338290641608,7285,2130,2,64,76,42,148,1593,198,72,12,63,43,12,2,13,6,2,9,6,0,7,5,0,39,10,267,135,394,138,34,8,17,29,236,0,1,4,25,50,2,45,2,112,469,1,30,111,2,15,280,25,64,1,135,33,118,6,11,17,27,1,6,1,7,68,38,37,0,4,63,617,26,13,161,68,31,12,275,148,579,148,17,44,43,1593,86,175,0,0,320,21,0,390,611,82,38,4,2,208,24,2,2,22,30,8,0,0,2,9,2,3,0.0
160,102099916530784_1226742690733162,0.343878308999,6514,2913,2,13,188,21,11,150,101,27,23,33,13,0,0,2,0,0,0,0,0,0,11,0,2,2,57,172,36,59,6,1,2,43,87,1,0,6,3,1,4,0,1,38,148,4,3,31,2,6,1,0,26,0,10,2,0,0,3,11,1,0,4,0,18,0,1,4,2,2,67,126,9,2,52,29,13,11,212,11,112,11,16,31,151,150,39,77,0,0,134,1,0,128,151,231,15,6,1,81,3,0,26,15,4,7,1,14,9,4,2,1,0.2
161,102099916530784_1227196400687791,0.368380372892,6435,1186,4,5,15,2,3,5,13,2,1,7,6,1,0,3,1,1,0,0,0,21,5,1,0,1,276,45,14,5,1,0,0,5,32,0,1,2,4,1,1,0,1,340,385,1,0,23,13,3,1,3,7,3,1,2,0,0,168,4,1,0,3,1,5,0,6,7,2,2,1,5,4,3,0,5,3,5,18,3,11,3,3,91,3,5,145,58,0,0,422,56,11,78,54,46,51,15,2,138,66,6,3,27,6,2,0,26,2,3,0,1,0.00416666666667
162,102099916530784_1227891460618285,0.279594102518,12749,3905,11,111,135,167,31,31,77,32,64,84,46,16,8,114,13,5,20,96,0,17,21,4,68,33,471,248,228,175,88,4,39,40,269,3,2,7,23,11,14,2,3,98,2646,46,232,1030,68,111,47,22,169,55,52,26,35,66,85,45,75,17,47,6,11,9,71,80,13,10,38,77,3,114,27,69,11,30,31,31,45,31,51,15,54,31,597,178,11,12,118,8,4,393,81,68,4,18,22,66,18,15,20,28,41,12,0,43,3,6,0,2,0.0
163,102099916530784_1228123597261738,0.305901309259,1678,715,4,6,31,7,23,10,31,3,4,29,6,1,7,2,2,0,4,9,0,0,5,3,3,3,58,73,100,13,16,0,2,4,49,0,0,7,9,3,0,0,1,27,244,14,7,27,32,16,4,2,10,54,1,2,2,3,3,6,7,1,1,1,1,1,8,6,0,1,0,9,10,2,0,5,3,4,15,23,20,23,4,7,2,10,68,30,2,0,26,2,1,45,145,16,5,0,1,11,5,14,4,11,1,3,0,0,0,3,0,0,0.0333333333333
164,102099916530784_1228152303925534,0.294755109085,5525,1447,1,2,16,15,16,77,3,28,0,21,1,0,1,3,0,2,1,5,0,0,2,0,2,0,60,15,12,23,0,0,0,23,87,0,0,2,1,0,1,0,0,5,41,0,1,7,0,3,0,0,5,1,0,0,1,0,0,3,2,0,0,0,0,0,6,2,5,1,87,170,57,3,7,6,0,1,21,16,16,16,1,5,10,77,11,4,0,0,21,4,0,21,23,19,2,14,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0.0
165,102099916530784_1228656303875134,0.374955549562,13063,997,1,28,153,17,292,75,222,41,10,114,24,8,1,2,3,1,2,2,0,3,7,1,2,14,358,177,465,42,38,1,6,58,167,0,1,8,5,1,2,0,2,1178,307,6,1,39,6,4,3,23,20,2,11,4,0,0,17,2,0,1,2,0,10,0,4,19,1,0,45,108,70,2,125,1066,53,39,905,292,305,292,68,52,3661,75,114,254,0,2,1315,3,4,357,454,780,96,20,0,1707,7,0,13,112,10,63,8,25,24,815,2,56,0.446590909091
166,102099916530784_1230765130330918,0.332687939859,9775,2298,0,133,93,19,40,25,66,7,4,64,20,99,0,9,0,4,4,2,0,8,16,1,36,7,241,121,86,103,16,4,13,54,786,0,2,5,53,7,4,1,1,120,320,1,13,248,0,14,27,5,33,1,69,25,22,1,79,20,6,0,0,0,11,5,5,8,4,6,7,36,117,9,5,8,15,53,21,40,27,40,5,120,20,25,77,187,0,1,427,4,4,305,215,117,99,10,3,259,21,1,4,19,5,1,0,0,2,1,0,0,0.2
167,102099916530784_1231044766969621,0.321538826821,2679,1172,3,12,12,32,25,2,20,7,12,12,13,0,1,3,0,3,5,7,0,1,4,0,2,5,58,50,31,39,2,0,1,27,56,3,1,4,1,3,6,0,0,12,207,1,9,43,4,3,4,2,16,0,2,1,0,0,0,13,0,0,2,0,3,0,9,26,13,1,6,4,88,3,0,2,1,2,1,25,1,25,21,0,6,2,85,41,1,4,32,0,0,52,64,11,7,2,2,26,2,0,1,8,0,1,0,0,0,2,0,0,0.0
168,102099916530784_1231462513594513,0.258386584547,3340,1090,3,15,40,20,29,7,17,51,13,10,7,4,1,3,5,12,6,8,0,13,5,2,10,6,110,64,74,42,3,1,8,23,58,9,3,15,5,10,9,0,2,25,251,1,2,25,2,7,0,6,8,0,3,3,0,0,2,5,0,1,1,1,3,2,13,9,18,1,5,11,73,3,4,5,3,8,9,29,3,29,3,4,5,7,77,41,1,3,58,2,5,76,56,16,15,3,0,8,11,2,2,31,24,5,0,5,0,3,2,4,0.0
169,102099916530784_1231704273570337,0.307066821484,3865,631,2,14,24,12,17,4,11,6,8,14,10,1,0,2,1,0,2,1,0,2,16,4,1,19,65,75,38,18,1,0,8,17,31,2,1,6,9,3,2,0,1,16,124,3,0,7,6,5,0,1,21,2,3,1,1,0,1,1,0,0,4,0,1,1,3,4,6,0,0,5,47,2,0,3,0,36,5,17,12,17,8,0,9,4,117,11,0,0,14,1,0,94,140,184,13,3,0,7,1,1,12,3,5,2,0,2,0,17,0,0,0.0
170,102099916530784_1233630280044403,0.294792425853,3402,927,13,119,25,40,17,6,2,1,10,48,8,0,3,0,8,1,34,38,1,3,5,9,5,15,290,73,150,79,14,3,0,29,103,1,2,8,2,0,7,0,1,64,313,0,2,21,18,1,2,0,13,43,2,6,0,0,2,7,0,3,1,1,3,0,13,24,13,3,3,8,60,0,1,1,3,1,4,17,3,17,6,18,2,6,121,31,0,1,49,1,0,78,51,27,12,3,0,65,1,0,4,289,8,1,0,8,0,1,0,1,0.0
171,102099916530784_1233653743375390,0.355254473776,3194,612,22,20,14,61,98,46,23,7,42,60,8,3,5,27,4,13,5,32,1,9,3,3,15,12,57,60,48,23,6,1,4,28,82,3,18,4,9,3,6,0,0,35,97,6,0,28,2,4,7,1,16,1,0,1,0,0,1,8,1,2,5,0,1,3,6,8,2,0,154,102,41,27,116,140,13,32,66,98,30,98,9,14,216,46,85,105,0,0,67,1,1,265,57,37,7,1,1,62,2,0,5,7,3,1,0,7,0,2,0,0,0.26498015873
172,102099916530784_1234962839911147,0.310788256692,11064,3465,8,33,31,35,42,15,14,115,52,91,10,7,0,5,1,3,7,34,0,15,9,2,14,10,213,183,60,154,173,3,9,143,121,8,0,16,10,3,0,1,2,48,650,78,11,177,60,22,7,27,47,104,13,6,7,4,4,15,8,5,14,3,2,2,92,40,38,6,10,12,154,5,1,10,10,11,116,42,45,42,5,57,18,15,96,36,0,0,106,3,0,375,152,101,22,8,2,93,22,2,1,11,5,1,0,1,0,5,1,5,0.0
173,102099916530784_1236580126416085,0.304889159424,6142,1818,0,14,7,4,22,11,70,0,2,4,3,4,1,1,0,0,0,0,0,8,4,0,3,0,324,61,52,24,7,0,2,20,47,0,0,4,4,2,0,3,0,11,94,3,6,12,2,1,0,2,9,4,10,1,1,1,1,7,1,0,5,0,2,1,2,1,1,2,2,4,71,1,1,2,2,5,7,22,6,22,8,11,6,11,30,14,0,0,21,0,0,77,17,16,4,9,0,8,16,0,2,2,4,0,0,0,0,1,0,0,0.0
174,102099916530784_1237052689702162,0.275206531611,6943,2949,0,47,36,8,61,6,71,16,7,8,13,12,1,1,58,4,5,2,0,14,10,0,9,14,262,71,128,479,19,4,5,210,429,1,1,63,37,10,11,3,2,65,1232,4,36,171,1,19,30,5,72,2,31,16,7,0,11,37,2,0,8,0,7,4,14,5,3,2,4,18,210,1,1,34,1,43,36,61,26,61,10,9,9,6,150,172,0,0,321,77,26,211,181,44,37,4,4,18,61,646,6,64,29,18,3,2,0,9,5,63,0.0
175,102099916530784_1237083839699047,0.303604261271,3923,1322,4,10,44,49,21,5,17,9,33,13,39,2,0,2,1,5,2,1,0,0,2,5,2,15,89,69,23,147,2,0,3,49,197,0,2,14,7,3,1,0,0,4,317,2,1,16,8,0,0,0,9,0,1,2,0,0,1,5,0,0,1,0,1,0,3,10,2,1,2,10,76,2,1,6,1,4,10,21,4,21,0,12,10,5,42,45,2,1,24,4,0,76,58,36,11,0,0,4,2,1,3,2,1,1,0,0,0,1,1,6,0.0
176,102099916530784_1237799372960827,0.265257249395,5126,1450,30,98,81,119,60,41,46,164,122,189,43,4,19,20,7,58,45,31,0,18,3,11,33,47,410,247,291,117,19,3,22,354,151,10,33,16,27,8,15,6,0,187,767,4,4,58,37,24,7,3,70,4,12,7,3,0,10,49,0,4,5,0,8,0,17,230,22,6,66,220,149,20,120,111,23,25,122,60,49,60,23,7,115,41,489,268,1,2,60,1,1,277,120,75,25,4,0,22,3,2,12,17,9,2,1,6,4,4,2,5,0.136363636364
177,102099916530784_1238526239554807,0.314976371826,19290,5302,3,58,172,32,348,32,301,87,23,97,145,29,0,2,0,3,6,7,0,12,45,1,9,89,284,154,87,121,24,3,10,153,538,0,0,6,24,11,11,7,4,215,1230,7,11,401,11,25,54,21,113,2,119,14,45,5,29,56,9,9,19,0,11,9,191,53,52,35,131,334,1106,2,72,223,90,2091,99,348,214,348,23,13,35,32,165,190,0,0,116,6,1,685,771,57,40,12,4,23,30,6,5,10,18,6,0,0,3,8,1,9,0.0
178,102099916530784_1239166522824112,0.375621622325,10458,3450,2,20,61,12,38,63,117,23,5,19,14,0,0,5,1,1,1,7,0,3,6,0,5,0,62,72,46,43,6,2,4,31,32,1,2,11,2,0,2,0,4,28,110,0,0,15,4,2,9,0,9,1,4,0,0,2,0,11,0,0,9,0,4,0,7,11,2,5,18,133,139,5,6,13,0,20,52,38,38,38,13,20,75,63,31,28,0,0,392,2,4,74,253,156,5,7,1,255,17,2,26,29,0,4,2,4,9,150,4,8,0.0
179,102099916530784_1239883486085749,0.33164985047,19160,3165,4,43,669,14,41,52,109,231,17,87,89,12,0,1,8,3,1,0,0,4,16,1,48,21,220,350,205,109,7,4,7,58,233,2,3,7,18,5,4,0,43,208,491,1,22,60,5,4,0,5,25,0,27,2,0,0,12,2,2,0,8,0,11,4,46,16,4,11,21,25,130,1,9,49,8,41,81,41,24,41,27,45,54,52,301,292,0,3,360,1,0,281,286,377,111,24,1,478,4,3,2,32,2,11,9,1,21,86,6,20,0.0
180,102099916530784_1241394802601284,0.298333126237,10272,3786,1,7,28,17,38,7,51,12,26,56,5,0,0,0,0,0,0,0,0,4,4,1,2,2,60,253,13,46,0,0,0,41,88,1,0,0,9,1,1,0,0,10,163,6,8,28,9,2,4,1,18,0,8,0,2,0,1,6,3,1,0,0,3,0,6,4,8,1,19,5,151,0,1,8,1,15,9,38,17,38,7,1,14,7,29,19,0,0,39,1,0,119,60,42,5,16,2,4,9,2,2,0,1,1,0,0,1,4,1,5,0.0
181,102099916530784_1242122442528520,0.27170364779,10615,2244,0,88,111,18,47,7,171,116,6,30,179,5,1,3,3,4,3,6,0,29,24,0,4,24,659,113,158,247,40,2,9,214,481,1,3,11,60,35,15,6,14,93,699,1,8,149,5,52,12,10,65,14,74,31,2,1,12,32,2,2,16,0,7,5,46,15,8,10,14,39,2029,3,7,15,7,62,28,47,22,47,28,8,18,7,423,154,0,0,128,8,3,784,226,63,66,9,21,14,15,13,2,17,9,8,0,0,0,7,0,3,0.05
182,102099916530784_1242149219192509,0.336659205835,11417,2789,10,11,46,17,45,13,112,199,5,75,25,3,0,10,1,0,0,1,0,2,5,0,3,3,62,53,24,59,3,0,2,36,46,0,0,0,12,4,5,0,3,22,150,5,4,20,1,1,1,0,13,0,5,2,0,1,0,0,0,1,3,0,1,0,4,2,2,2,3,4,210,10,3,34,1,45,51,45,42,45,3,8,11,13,18,26,0,0,85,1,3,92,353,57,10,11,3,58,7,12,2,5,0,3,0,1,0,9,1,5,0.1125
183,102099916530784_1243078815766216,0.241794443304,39682,12522,14,24,149,61,9,71,27,65,59,172,19,1,2,7,8,30,40,39,0,10,10,4,20,5,417,280,166,58,20,0,3,68,146,15,41,15,2,1,5,0,0,20,169,7,17,46,14,1,2,2,20,16,7,4,1,1,2,2,16,0,7,0,3,0,22,27,29,11,4219,690,1,7,6,11,8,5,17,9,19,9,45,7,567,71,131,33,0,0,152,5,1,426,381,88,24,36,0,57,24,2,9,2,1,0,0,7,0,21,1,6,0.0
184,102099916530784_1243765765697521,0.330214274621,7078,1290,1,20,37,89,5,8,72,16,10,39,13,11,0,2,2,1,2,3,0,31,10,8,7,3,97,63,66,29,49,2,3,79,126,3,4,2,7,11,6,5,0,16,347,7,5,20,6,3,11,6,22,1,4,36,1,0,2,5,0,1,4,0,2,0,0,10,6,2,13,18,423,2,7,11,0,17,6,5,9,5,2,2,5,8,591,371,0,1,132,41,0,104,132,100,6,7,8,108,3,2,0,4,0,0,0,0,0,3,0,0,0.0
185,102099916530784_1245017022239062,0.288396554111,11298,4438,3,57,55,11,39,23,71,14,3,17,32,7,3,2,36,3,13,16,0,8,9,1,6,9,1064,124,2759,168,31,6,28,16,434,1,3,5,67,140,8,2,3,838,940,4,244,146,21,43,113,15,51,26,84,56,49,4,35,11,5,8,9,0,21,7,83,19,7,9,13,36,16,2,20,22,8,23,48,39,70,39,61,29,53,23,184,323,0,4,290,6,0,292,717,96,63,15,1,251,33,1,43,458,1471,1183,5,12,1,106,101,73,0.0
186,102099916530784_1245988918808539,0.312611832951,12962,3188,0,17,80,26,200,118,95,33,13,48,9,2,1,64,3,0,5,5,4,6,12,2,14,3,152,230,44,121,6,0,5,70,168,1,1,5,6,1,10,0,0,99,372,1,4,62,3,10,4,0,34,0,7,2,0,2,3,25,3,0,3,0,40,0,7,13,1,6,127,396,25,64,331,468,39,55,143,200,96,200,19,21,258,118,204,105,0,1,117,2,1,188,104,210,9,14,0,84,6,2,7,6,4,1,0,6,1,5,0,1,0.0
187,102099916530784_1247166148690816,0.336152441243,7814,2013,4,53,26,43,43,38,512,23,16,49,21,8,1,13,1,12,8,35,0,5,10,3,7,24,118,139,44,99,148,5,14,52,109,2,7,5,20,3,2,0,9,124,239,5,7,65,52,15,15,1,57,1,8,0,11,1,4,7,0,6,1,2,1,3,22,7,16,2,20,180,69,13,13,35,15,73,60,43,86,43,11,31,16,38,115,70,0,1,109,1,0,126,123,242,21,14,0,63,0,5,9,7,4,5,0,1,0,1,0,0,0.122146267361
188,102099916530784_1247264598680971,0.312281035496,5379,1878,3,13,15,5,1,1,22,0,1,2,6,1,0,1,0,0,0,2,0,0,3,0,1,2,52,51,12,8,2,0,5,3,174,0,0,1,7,1,0,0,2,32,366,8,5,40,15,9,5,1,29,2,5,0,6,1,3,8,0,0,1,1,5,0,36,15,100,2,3,2,2,1,0,1,4,6,6,1,14,1,4,0,5,1,36,20,3,0,17,1,0,48,44,33,3,11,0,5,6,1,0,0,0,1,0,0,0,1,0,1,0.0
189,102099916530784_1247311005342997,0.289865947811,4193,1430,0,8,20,6,2,24,3,21,2,10,2,0,0,1,1,1,1,6,0,3,2,0,2,0,22,59,9,12,0,0,4,2,24,1,0,1,2,0,1,0,0,13,98,1,0,11,1,0,0,2,6,4,1,1,0,0,0,1,0,0,2,1,1,0,5,3,15,1,15,11,2,1,0,8,3,14,103,2,75,2,9,6,55,24,22,5,0,2,20,1,0,34,21,34,2,8,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0.0
190,102099916530784_1247825205291577,0.315243691984,2680,956,16,117,11,10,4,3,0,6,27,10,2,194,1,102,0,3,16,4,0,2,6,2,18,3,42,41,9,28,2,1,1,8,52,1,1,1,46,7,3,3,0,8,221,0,12,38,4,4,1,3,7,1,4,0,1,0,2,9,1,0,1,0,0,0,5,8,2,4,0,3,3,102,1,1,0,3,2,4,5,4,6,2,5,3,29,36,0,0,68,2,6,34,29,13,6,5,0,2,20,22,1,0,1,0,0,0,0,1,1,1,0.0
191,102099916530784_1248499168557514,0.306757116679,396,117,0,3,7,1,2,6,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,11,7,6,3,9,0,1,0,5,0,0,0,0,0,0,0,0,5,26,4,0,3,0,1,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,5,4,0,5,2,3,2,2,3,6,6,18,6,1,0,20,0,0,4,9,19,1,0,0,14,1,0,1,3,0,2,3,3,2,58,0,9,0.0
192,102099916530784_1248504515223646,0.335675305214,12677,6195,27,44,327,46,38,273,50,150,17,118,55,2,0,7,18,2,16,2,0,7,17,6,12,13,350,266,265,54,396,3,10,58,164,0,2,10,10,14,4,4,3,139,539,294,22,39,29,33,5,15,32,21,24,2,3,2,32,8,20,1,5,0,6,4,34,20,6,7,63,505,6,7,99,49,87,10,198,38,168,38,98,94,688,273,287,252,2,1,948,2,1,186,426,484,48,43,1,858,21,7,45,70,4,42,142,109,63,2314,6,207,0.0
193,102099916530784_1248575178549913,0.290251607807,4407,1457,12,7,29,19,24,38,40,8,3,17,9,1,0,4,1,0,1,3,0,2,1,0,5,4,45,52,45,13,29,2,3,2,38,0,0,1,3,1,0,1,0,54,161,3,4,31,2,1,3,1,9,2,10,3,0,0,6,3,4,1,2,0,5,1,3,6,0,1,15,47,6,4,5,32,3,8,28,24,11,24,17,5,28,38,159,50,0,0,213,2,0,53,74,101,11,6,1,120,4,8,240,18,2,5,2,37,7,99,1,27,0.0
194,102099916530784_1248621018545329,0.367666844381,4307,2453,2,0,63,11,8,49,8,16,0,21,6,1,0,0,2,0,0,0,0,0,2,1,1,2,36,43,40,18,15,0,1,6,51,0,0,0,0,0,2,0,1,33,67,6,7,18,1,3,6,1,5,3,7,4,0,0,2,1,3,0,1,0,0,0,6,3,0,2,19,144,0,0,47,7,5,1,56,8,55,8,17,19,153,49,27,58,0,0,188,0,0,37,212,19,22,3,0,101,3,1,20,17,0,7,74,17,19,164,0,15,0.0
195,102099916530784_1248670021873762,0.318419596758,1686,421,1,6,17,4,2,16,90,4,0,8,5,1,0,0,5,0,1,0,0,0,2,0,4,1,39,19,50,1,15,1,2,3,21,1,0,2,2,1,0,1,0,38,65,1,3,10,7,0,1,0,2,0,5,3,0,0,2,0,2,0,1,0,1,1,7,2,1,1,4,41,1,0,10,10,2,9,29,2,41,2,1,10,136,16,19,57,0,0,129,1,0,33,80,31,3,5,0,61,7,1,5,14,0,8,8,4,5,109,0,1,0.0
196,102099916530784_1248707658536665,0.333249711707,865,182,1,1,15,2,4,10,12,8,0,7,2,0,1,0,0,1,0,0,0,0,1,0,0,2,17,18,11,3,7,0,4,1,15,0,0,0,0,0,0,0,0,6,24,2,2,5,0,0,0,0,3,0,2,0,0,0,2,0,1,0,1,0,0,6,1,0,0,0,4,32,0,0,23,10,1,2,23,4,17,4,11,0,50,10,14,26,0,0,49,0,0,7,66,15,2,0,0,37,3,0,2,7,2,1,13,1,20,68,0,6,0.0
197,102099916530784_1248734911867273,0.362779459147,3982,987,2,23,46,5,32,41,64,20,4,29,23,5,0,2,0,0,5,2,0,2,5,0,8,3,122,109,108,24,57,4,8,10,91,0,0,0,12,7,0,3,5,49,315,9,28,66,1,5,43,1,21,1,27,14,1,1,10,8,16,0,2,0,5,7,59,7,3,5,27,332,0,2,81,21,0,2,178,32,302,32,18,22,377,41,46,98,0,0,594,12,8,140,251,57,20,9,0,185,39,16,15,34,2,23,35,14,14,522,0,48,0.0
198,102099916530784_1248765161864248,0.366896692261,5566,724,3,59,34,27,3,28,9,45,6,356,4,22,0,19,6,1,0,2,0,3,7,0,168,0,109,122,66,6,60,2,0,22,57,2,1,0,2,0,1,0,0,19,123,4,0,26,5,1,1,0,9,1,5,0,1,0,2,1,6,0,0,0,1,1,13,6,4,2,522,186,1,19,6,25,2,1,62,3,18,3,25,7,39,28,37,70,0,0,354,0,0,90,148,460,115,19,0,334,18,0,9,29,4,14,67,26,31,244,2,11,0.306831709956
199,102099916530784_1248792511861513,0.350642767912,5042,1510,4,21,48,8,7,86,7,33,0,199,11,3,1,2,4,2,1,1,0,1,10,1,8,6,92,194,107,20,82,1,0,19,67,2,0,5,0,1,2,0,3,38,193,12,4,14,7,2,1,1,11,9,8,1,0,0,16,4,1,0,1,0,10,1,6,3,1,1,339,213,0,2,22,39,12,8,192,7,79,7,11,14,111,86,107,82,0,0,400,2,3,76,214,427,70,14,0,317,17,2,13,39,0,15,31,16,32,450,5,26,0.1875
200,102099916530784_1249164848490946,0.324684469004,9797,2525,26,22,58,106,10,57,26,12,10,36,6,1,6,4,10,4,64,39,1,2,5,6,8,6,150,121,104,41,23,2,11,0,106,3,2,4,1,2,1,0,0,410,268,3,3,49,5,8,10,1,30,7,9,7,0,0,34,13,0,0,0,0,9,5,6,39,2,8,34,69,0,4,3,16,8,7,67,10,37,10,11,31,49,57,452,110,1,3,180,2,0,105,81,293,43,29,1,150,2,0,256,91,8,11,3,1067,30,144,11,16,0.0
201,102099916530784_1249271921813572,0.343358164904,3299,1128,2,8,9,20,4,29,10,5,4,12,3,1,2,4,5,0,1,4,2,2,3,1,3,0,37,38,43,5,17,1,3,2,12,0,1,1,2,0,1,0,0,35,100,1,1,16,0,1,0,2,3,0,3,1,0,0,3,0,1,0,1,0,2,1,2,3,1,0,3,47,0,4,8,3,8,1,23,4,11,4,14,9,11,29,72,45,0,0,86,0,0,28,55,87,14,11,0,77,3,1,18,8,1,9,8,199,5,157,1,9,0.0
202,102099916530784_1249376835136414,0.310782334657,2662,701,1,12,19,9,2,29,3,3,2,9,1,5,1,6,2,1,1,1,0,2,1,0,2,1,27,25,32,6,5,0,2,4,33,0,1,1,0,0,0,0,0,86,84,1,1,11,0,1,2,0,5,0,4,0,1,0,3,1,0,0,1,0,1,3,0,3,1,0,7,49,0,6,3,3,1,1,21,2,14,2,5,15,23,29,90,58,0,1,94,0,1,23,29,100,9,13,0,79,1,0,10,7,2,2,2,248,8,63,0,2,0.0
203,102099916530784_1249948165079281,0.31421362834,1691,446,7,13,34,8,18,17,16,3,4,9,8,2,0,2,0,0,2,6,0,0,2,0,2,2,67,120,71,10,13,0,1,7,29,0,0,8,6,1,0,0,1,95,193,0,2,29,16,3,1,1,4,15,3,4,0,0,4,2,3,2,1,0,0,1,7,43,4,3,12,60,1,2,20,9,1,4,17,18,32,18,9,1,84,17,29,19,0,1,114,0,0,41,58,58,9,4,3,115,2,1,35,79,1,12,54,6,11,109,4,11,0.0556818181818
204,102099916530784_1250037001737064,0.337969115634,660,217,1,9,7,11,3,8,3,1,1,7,1,1,0,3,0,0,0,3,0,1,0,0,3,2,14,15,9,1,6,0,1,1,9,0,0,0,0,1,0,0,0,5,49,1,2,3,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,9,14,0,3,1,4,0,0,11,3,11,3,0,2,27,8,13,11,0,0,26,0,0,5,25,30,5,0,0,27,2,0,1,4,2,1,6,1,0,35,0,1,0.18354978355
205,102099916530784_1250233635050734,0.357016753068,1824,392,2,8,19,13,6,28,11,2,3,9,6,2,0,3,3,0,0,0,0,0,6,0,0,2,42,46,80,10,25,1,2,8,36,1,2,2,5,0,2,0,0,32,90,2,2,7,2,2,1,2,2,2,2,1,0,0,4,3,1,0,2,0,3,2,3,1,1,0,6,160,2,3,16,11,3,3,126,6,345,6,8,14,177,28,22,32,0,0,225,3,2,32,121,103,8,13,0,150,19,2,15,19,6,9,28,1,3,97,1,13,0.046875
206,102099916530784_1250705118336919,0.307620016316,587,159,2,2,6,0,2,10,6,2,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,17,23,9,2,10,0,1,0,12,0,0,1,0,0,0,0,0,11,37,0,2,6,1,1,1,1,4,2,0,2,0,0,3,0,1,0,0,0,0,0,0,2,0,1,1,6,0,0,1,5,1,0,3,2,12,2,4,0,10,10,42,24,0,0,24,0,0,7,36,12,1,3,0,21,0,0,28,2,0,2,4,4,0,115,0,8,0.0
207,102099916530784_1250714325002665,0.323539448552,2183,633,5,11,79,9,6,72,15,27,7,20,15,2,0,4,0,0,0,0,0,1,2,0,1,2,50,27,44,14,44,0,4,2,20,1,0,3,1,0,1,0,0,17,99,6,1,8,3,4,4,0,4,4,2,1,2,0,6,4,1,0,0,0,1,1,5,1,3,1,7,54,1,4,6,26,11,1,16,6,27,6,15,13,66,72,93,48,0,0,107,1,0,34,246,119,4,4,0,56,3,1,38,7,2,1,58,7,26,208,0,43,0.0
208,102099916530784_1250717178335713,0.327466903098,2617,596,1,8,13,12,0,2,3,9,2,10,3,3,0,1,0,0,0,3,0,0,0,1,1,0,18,23,14,2,10,0,2,1,39,0,1,0,1,0,0,3,0,7,56,0,1,7,1,2,0,0,1,0,3,2,0,0,1,1,5,2,1,0,0,0,4,1,0,0,29,32,0,1,0,2,2,0,6,0,9,0,37,164,6,2,8,12,0,0,68,1,1,32,76,33,5,3,0,54,3,2,0,9,0,2,4,2,5,91,0,6,0.0
209,102099916530784_1251345641606200,0.331561141597,2850,1174,0,16,27,8,12,100,25,20,6,48,17,6,0,0,0,4,5,1,0,0,16,3,3,4,42,45,57,12,46,3,7,5,28,5,0,4,4,2,2,0,1,27,148,3,4,32,1,2,1,0,11,5,3,0,0,0,6,6,0,1,1,0,1,0,16,4,1,0,11,68,1,0,15,14,7,2,152,12,113,12,13,27,23,100,57,36,0,0,178,1,0,63,197,143,17,8,0,131,6,0,30,15,0,6,11,22,8,209,0,22,0.0
210,102099916530784_1251526244921473,0.334337951016,2280,440,0,10,49,5,9,321,22,19,4,24,59,1,0,1,2,1,1,0,0,1,4,1,6,4,67,57,76,17,61,1,6,8,44,1,0,1,6,1,3,0,4,42,143,2,3,53,0,0,61,2,5,0,14,6,0,0,4,7,2,2,1,0,2,1,8,3,0,2,16,149,0,1,34,47,6,2,243,9,132,9,10,19,62,321,22,78,0,0,211,4,1,69,257,67,12,13,0,92,10,4,24,23,4,17,10,7,13,351,1,34,0.0
211,102099916530784_1251703671570397,0.313859145758,6371,1242,17,18,65,46,12,69,10,23,4,45,13,0,8,25,5,0,1,4,1,0,1,3,10,3,90,91,100,9,50,1,7,6,58,0,1,1,3,0,0,0,1,307,322,9,2,22,4,3,1,1,24,1,17,3,2,0,17,2,6,4,1,0,2,8,11,4,2,5,10,215,0,25,24,23,11,7,38,12,43,12,42,17,69,69,440,144,2,0,304,4,0,62,82,234,31,14,0,310,3,0,157,55,11,10,6,120,9,170,0,19,0.0
